project_id,git_url,repo_name,owner_repo,repo_path,size,Name,Bytes,CodeBytes,Lines,Code,Comment,Blank,Complexity,Count,WeightedComplexity,Files,others,acl,androidlog,jul,log4j,log4j2,logback,slf4j,is_general,general_lus
19263230,https://api.github.com/repos/beast-dev/beast-mcmc,beast-mcmc,beast-dev/beast-mcmc,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/beast-dev_beast-mcmc.tar.gz,large,Java,22453613,0,634701,376003,143440,115258,0,2911,0,[],dr.app.beagle.tools.siteloglikelihoodlogger;dr.evomodel.tree.hiddenlinkagelogger;dr.evomodel.tree.hiddenlinkagetreelogger;dr.evomodel.tree.nodetraitlogger;dr.evomodel.tree.randomlocalmodel.rltvlogger;dr.evomodel.tree.randomlocalmodel.rltvloggerontree;dr.evomodel.tree.treelogger;dr.evomodel.tree.wanderingtaxonlogger;dr.evomodel.treelikelihood.utilities.completehistorylogger;dr.evomodel.treelikelihood.utilities.dndslogger;dr.evomodel.treelikelihood.utilities.treetraitlogger;dr.evomodelxml.tree.treeloggerparser;dr.inference.loggers.*;dr.inference.loggers.logcolumn;dr.inference.loggers.logformatter;dr.inference.loggers.loggable;dr.inference.loggers.logger;dr.inference.loggers.mclogger;dr.inference.loggers.mllogger;dr.inference.loggers.numbercolumn;dr.inference.loggers.tabdelimitedformatter;dr.inferencexml.loggers.columnsparser;dr.inferencexml.loggers.loggerparser;net.sf.launch4j.log,False,False,True,False,False,False,False,True,['jul']
10657,https://api.github.com/repos/mifos/head,head,mifos/head,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/mifos_head.tar.gz,large,Java,19823167,0,470955,323576,74798,72581,0,3319,0,[],org.mifos.framework.components.logger.servicelogger;org.mifos.framework.components.logger.useractivityandservicelogger,True,False,True,True,False,False,True,True,"['acl', 'jul', 'log4j', 'slf4j']"
691908,https://api.github.com/repos/SonarSource/sonar-java,sonar-java,SonarSource/sonar-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SonarSource_sonar-java.tar.gz,large,Java,10749355,0,310119,196257,72008,41854,0,3217,0,[],org.sonar.api.utils.log.logger;org.sonar.api.utils.log.loggers;org.sonar.api.utils.log.profiler;org.sonar.plugins.jacoco.jacocoextensions.log,True,False,False,False,False,False,False,True,['acl']
2439384,https://api.github.com/repos/bulldog2011/nano,nano,bulldog2011/nano,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bulldog2011_nano.tar.gz,large,Java,5048934,0,213151,91273,71767,50111,0,3262,0,[],com.leansoft.nano.log.alog,False,True,False,False,False,False,False,True,['androidlog']
18535780,https://api.github.com/repos/broadinstitute/gatk,hellbender,broadinstitute/gatk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/broadinstitute_gatk.tar.gz,large,Java,20322939,0,393805,270047,70730,53028,0,2080,0,[],htsjdk.samtools.util.abstractprogresslogger;htsjdk.samtools.util.log;org.broadinstitute.hellbender.tools.spark.pathseq.loggers.*;org.broadinstitute.hellbender.tools.spark.pathseq.loggers.psfilteremptylogger;org.broadinstitute.hellbender.tools.spark.pathseq.loggers.psfilterfilelogger;org.broadinstitute.hellbender.tools.spark.pathseq.loggers.psfilterlogger;org.broadinstitute.hellbender.tools.spark.pathseq.loggers.psscorefilelogger;org.broadinstitute.hellbender.tools.spark.pathseq.loggers.psscorelogger;org.broadinstitute.hellbender.utils.logging.oneshotlogger;org.broadinstitute.hellbender.utils.loggingutils;org.broadinstitute.hellbender.utils.runtime.progresslogger,False,False,False,False,True,False,False,True,['log4j2']
39505,https://api.github.com/repos/jOOQ/jOOQ,jOOQ,jOOQ/jOOQ,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jOOQ_jOOQ.tar.gz,large,Java,16559392,0,496777,205669,213438,77670,0,1885,0,[],java.lang.math.log;org.jooq.impl.dsl.log;org.jooq.log;org.jooq.log.level;org.jooq.log.level.error;org.jooq.log.level.warn;org.jooq.meta.jaxb.logging;org.jooq.tools.jdbc.loggingconnection;org.jooq.tools.jooqlogger;org.jooq.tools.loggerlistener,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
40908512,https://api.github.com/repos/bazelbuild/intellij,intellij,bazelbuild/intellij,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bazelbuild_intellij.tar.gz,large,Java,7944713,0,207335,148303,37519,21513,0,1806,0,[],com.android.tools.idea.log.logwrapper;com.android.tools.idea.rendering.renderlogger;com.android.tools.idea.sdk.progress.studiologgerprogressindicator;com.google.idea.blaze.base.logging.eventloggingservice;com.google.idea.blaze.base.logging.eventloggingservice.command;com.google.idea.blaze.base.logging.loggedsettingsprovider;com.google.idea.blaze.base.logging.noopeventloggingservice;com.google.idea.blaze.base.logging.utils.buildphasesyncstats;com.google.idea.blaze.base.logging.utils.syncstats;com.intellij.openapi.diagnostic.logger;com.intellij.vcs.log.hash;com.intellij.vcs.log.impl.vcschangeslazilyparseddetails;com.intellij.vcs.log.impl.vcsfilestatusinfo;com.intellij.vcs.log.refgroup;com.intellij.vcs.log.timedvcscommit;com.intellij.vcs.log.vcsfullcommitdetails;com.intellij.vcs.log.vcslogprovider;com.intellij.vcs.log.vcslogrefmanager;com.intellij.vcs.log.vcslogrefresher;com.intellij.vcs.log.vcsref;com.intellij.vcs.log.vcsuser;com.sun.tools.javac.util.log,False,False,True,False,False,False,False,True,['jul']
97423198,https://api.github.com/repos/sharding-sphere/sharding-sphere,sharding-sphere,sharding-sphere/sharding-sphere,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/sharding-sphere_sharding-sphere.tar.gz,large,Java,7940131,0,184678,105621,54403,24654,0,2499,0,[],io.netty.handler.logging.logginghandler;io.netty.handler.logging.loglevel;org.apache.shardingsphere.core.route.sqllogger,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
17956480,https://api.github.com/repos/jaytaylor/sql-layer,sql-layer,jaytaylor/sql-layer,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jaytaylor_sql-layer.tar.gz,large,Java,12470114,0,328579,240438,51003,37138,0,2105,0,[],com.foundationdb.util.loggingstream;java.lang.math.log;org.eclipse.jetty.util.log.log;org.eclipse.jetty.util.log.logger,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
17899114,https://api.github.com/repos/bazelbuild/bazel,bazel,bazelbuild/bazel,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bazelbuild_bazel.tar.gz,large,Java,43247817,0,1111590,765210,224430,121950,0,5687,0,[],com.android.utils.ilogger;com.android.utils.stdlogger;com.google.devtools.build.lib.remote.logging.logginginterceptor;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.executedetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.findmissingblobsdetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.getactionresultdetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.getcapabilitiesdetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.logentry;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.readdetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.rpccalldetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.updateactionresultdetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.waitexecutiondetails;com.google.devtools.build.lib.remote.logging.remoteexecutionlog.writedetails;com.google.devtools.build.lib.util.io.loggingterminalwriter;com.google.devtools.build.lib.util.loggingutil;com.sun.tools.javac.util.log;com.sun.tools.javac.util.log.writerkind;io.netty.handler.logging.logginghandler;io.netty.handler.logging.loglevel;org.gradle.api.logging.*,True,True,True,False,False,False,False,True,"['acl', 'androidlog', 'jul']"
63593,https://api.github.com/repos/apache/jackrabbit,jackrabbit,apache/jackrabbit,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_jackrabbit.tar.gz,large,Java,22956737,0,612132,341982,205461,64689,0,3116,0,[],org.apache.jackrabbit.spi.commons.logging.logwriterprovider;org.apache.jackrabbit.spi.commons.logging.spiloggerfactory,True,False,True,False,False,False,True,True,"['acl', 'jul', 'slf4j']"
1447059,https://api.github.com/repos/Docear/Desktop,Desktop,Docear/Desktop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Docear_Desktop.tar.gz,large,Java,11775104,0,342979,238209,62091,42679,0,2268,0,[],com.mysql.jdbc.log.log;com.sun.jersey.api.client.filter.loggingfilter;org.apache.tools.ant.defaultlogger;org.docear.plugin.core.logger.doceareventlogger;org.docear.plugin.core.logger.docearlogevent;org.docear.plugin.core.logging.docearlogger,True,False,True,False,False,False,True,True,"['acl', 'jul', 'slf4j']"
735781,https://api.github.com/repos/apache/fop,fop,apache/fop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_fop.tar.gz,large,Java,13538885,0,372947,215716,113033,44198,0,2039,0,[],org.apache.fop.events.loggingeventlistener,True,False,False,False,False,False,False,True,['acl']
211937,https://api.github.com/repos/griffon/griffon,griffon,griffon/griffon,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/griffon_griffon.tar.gz,large,Java,5610717,0,155630,91428,45077,19125,0,1548,0,[],org.kordamp.jipsy.processor.logger,False,False,False,False,False,False,True,True,['slf4j']
15352649,https://api.github.com/repos/UniTime/unitime,UniTime,UniTime/unitime,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/UniTime_unitime.tar.gz,large,Java,24719046,0,603726,466737,72714,64275,0,2481,0,[],com.google.gwt.logging.shared.remoteloggingservice;org.unitime.timetable.gwt.command.server.gwtrpclogging;org.unitime.timetable.gwt.command.server.gwtrpclogging.level;org.unitime.timetable.onlinesectioning.onlinesectioninglogger,True,False,True,True,False,False,False,True,"['acl', 'jul', 'log4j']"
76442,https://api.github.com/repos/groovy/groovy-core,groovy-core,groovy/groovy-core,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/groovy_groovy-core.tar.gz,large,Java,10938062,0,267451,157386,80649,29416,0,1375,0,[],org.codehaus.groovy.tools.shell.util.logger;org.codehaus.groovy.transform.logasttransformation.loggingstrategy;org.codehaus.groovy.vmplugin.v7.indyinterface.log,False,False,True,False,False,False,False,True,['jul']
28645932,https://api.github.com/repos/SeniorZhai/QingTing,QingTing,SeniorZhai/QingTing,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SeniorZhai_QingTing.tar.gz,large,Java,18944790,0,599698,488071,65029,46598,0,3723,0,[],cn.com.mma.mobile.tracking.util.logger;cn.wemart.sdk.app.logger;com.mediav.ads.sdk.log.mvlog;com.mediav.ads.sdk.log.utils;com.taobao.munion.base.log;com.taobao.munion.base.log.a;com.taobao.newxp.common.log;com.tencent.stat.common.statlogger;com.umeng.common.message.log;com.umeng.fb.util.log;fm.qingting.qtradio.log.logmodule;fm.qingting.qtradio.logger.qtlogger;fm.qingting.qtradio.manager.advertisement.umenglogger;fm.qingting.qtradio.push.log.clicknotificationlog;fm.qingting.qtradio.push.log.ndpushlog;fm.qingting.qtradio.push.log.updatepushlog,True,True,True,False,False,False,False,True,"['acl', 'androidlog', 'jul']"
20839830,https://api.github.com/repos/zaproxy/zaproxy,zaproxy,zaproxy/zaproxy,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/zaproxy_zaproxy.tar.gz,large,Java,10931944,0,296054,187826,74424,33804,0,1256,0,[],net.htmlparser.jericho.loggerprovider,True,False,False,True,False,False,False,True,"['acl', 'log4j']"
13162463,https://api.github.com/repos/senbox-org/snap-desktop,snap-desktop,senbox-org/snap-desktop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/senbox-org_snap-desktop.tar.gz,large,Java,8091823,0,203415,152019,23351,28045,0,1223,0,[],gov.nasa.worldwind.util.logging;org.esa.snap.util.logging.beamlogmanager,False,False,True,False,False,False,False,True,['jul']
4952328,https://api.github.com/repos/spring-projects/spring-xd,spring-xd,spring-projects/spring-xd,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/spring-projects_spring-xd.tar.gz,large,Java,5453509,0,165890,94231,46151,25508,0,1546,0,[],org.jboss.netty.handler.logging.logginghandler;org.jboss.netty.logging.commonsloggerfactory;org.jboss.netty.logging.internalloggerfactory;org.springframework.boot.cli.util.log;org.springframework.shell.support.logging.handlerutils;org.springframework.xd.dirt.util.xdconfiglogginginitializer,True,False,False,False,False,True,True,True,"['acl', 'logback', 'slf4j']"
214241,https://api.github.com/repos/eclipse/rap,rap,eclipse/rap,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_rap.tar.gz,large,Java,32899486,0,988365,510891,368335,109139,0,5036,0,[],org.eclipse.e4.core.services.log.iloggerprovider;org.eclipse.e4.core.services.log.logger;org.eclipse.e4.ui.internal.workbench.defaultloggerprovider;org.eclipse.e4.ui.internal.workbench.workbenchlogger;org.eclipse.jface.util.ilogger;org.eclipse.osgi.framework.log.frameworklog;org.eclipse.osgi.framework.log.frameworklogentry;org.eclipse.ui.internal.misc.uilistenerlogging;org.osgi.service.log.logservice,False,False,True,False,False,False,False,True,['jul']
310014,https://api.github.com/repos/apache/giraph,giraph,apache/giraph,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_giraph.tar.gz,large,Java,6592775,0,192701,101573,72693,18435,0,1586,0,[],org.apache.giraph.utils.loggerutils;org.apache.giraph.utils.masterloggingaggregator;org.apache.giraph.utils.timedlogger,False,False,False,True,False,False,False,True,['log4j']
47817402,https://api.github.com/repos/cezarykluczynski/stapi,stapi,cezarykluczynski/stapi,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/cezarykluczynski_stapi.tar.gz,large,Java,3251784,0,83192,64290,41,18861,0,1980,0,[],com.cezarykluczynski.stapi.etl.common.service.step.steplogger,False,False,False,False,False,False,True,True,['slf4j']
9903757,https://api.github.com/repos/apache/incubator-brooklyn,incubator-brooklyn,apache/incubator-brooklyn,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_incubator-brooklyn.tar.gz,large,Java,16542763,0,381621,250142,79161,52318,0,2553,0,[],org.apache.brooklyn.core.brooklynlogging;org.apache.brooklyn.core.brooklynlogging.logginglevel;org.apache.brooklyn.rest.filter.loggingfilter;org.apache.brooklyn.util.core.task.system.internal.execwithlogginghelpers;org.apache.brooklyn.util.core.task.system.internal.execwithlogginghelpers.execrunner;org.apache.brooklyn.util.logging.loggingsetup,False,False,True,False,False,True,True,True,"['jul', 'logback', 'slf4j']"
27355806,https://api.github.com/repos/mogoweb/365browser,365browser,mogoweb/365browser,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/mogoweb_365browser.tar.gz,large,Java,19214431,0,496820,313923,112470,70427,0,2509,0,[],com.google.ipc.invalidation.external.client.android.service.androidlogger;com.google.ipc.invalidation.external.client.systemresources.logger;com.google.ipc.invalidation.util.baselogger;org.chromium.base.log;org.chromium.chrome.browser.contextualsearch.contextualsearchrankerlogger;org.chromium.chrome.browser.contextualsearch.contextualsearchrankerloggerimpl,False,True,True,False,False,False,False,True,"['androidlog', 'jul']"
10480097,https://api.github.com/repos/0xdata/h2o-dev,h2o-dev,0xdata/h2o-dev,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/0xdata_h2o-dev.tar.gz,large,Java,12264781,0,319417,238814,41637,38966,0,2007,0,[],water.util.log,True,False,False,True,False,False,False,True,"['acl', 'log4j']"
20796,https://api.github.com/repos/hazelcast/hazelcast,hazelcast,hazelcast/hazelcast,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/hazelcast_hazelcast.tar.gz,large,Java,43719883,0,1145323,751107,225707,168509,0,7855,0,[],com.hazelcast.client.impl.clientside.clientloggingservice;com.hazelcast.cp.internal.raft.impl.log.logentry;com.hazelcast.cp.internal.raft.impl.log.raftlog;com.hazelcast.cp.internal.raft.impl.log.snapshotentry;com.hazelcast.internal.partition.replicaerrorlogger;com.hazelcast.logging.abstractlogger;com.hazelcast.logging.ilogger;com.hazelcast.logging.logevent;com.hazelcast.logging.logger;com.hazelcast.logging.logger.getlogger;com.hazelcast.logging.loggerfactory;com.hazelcast.logging.loggingservice;com.hazelcast.logging.loggingserviceimpl;com.hazelcast.logging.loglistener;com.hazelcast.spi.impl.operationservice.operationresponsehandlerfactory.createerrorloggingresponsehandler;com.hazelcast.spi.properties.groupproperty.logging_type;com.hazelcast.spi.properties.groupproperty.slow_operation_detector_stack_trace_logging_enabled;com.hazelcast.util.executor.loggingscheduledexecutor,False,False,True,False,False,False,False,True,['jul']
21917472,https://api.github.com/repos/android-rcs/rcsjta,rcsjta,android-rcs/rcsjta,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/android-rcs_rcsjta.tar.gz,large,Java,11127877,0,319277,171288,110685,37304,0,1729,0,[],com.gsma.rcs.platform.logger.androidappender;com.gsma.rcs.utils.logger.appender;com.gsma.rcs.utils.logger.logger;gov2.nist.core.serverlogger;gov2.nist.core.stacklogger,False,True,False,False,False,False,False,True,['androidlog']
4695527,https://api.github.com/repos/owlcs/owlapi,owlapi,owlcs/owlapi,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/owlcs_owlapi.tar.gz,large,Java,11381012,0,249882,157930,68415,23537,0,1849,0,[],,False,False,False,False,False,False,True,True,['slf4j']
114977,https://api.github.com/repos/graniteds/graniteds,graniteds,graniteds/graniteds,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/graniteds_graniteds.tar.gz,large,Java,8001901,0,224200,133286,57350,33564,0,1856,0,[],org.granite.logging.logger;org.granite.logging.loggingformatter;org.jboss.seam.annotations.logger;org.jboss.seam.log.log;org.jboss.seam.log.logging;org.jboss.seam.log.logprovider,False,True,True,False,False,False,False,True,"['androidlog', 'jul']"
876618,https://api.github.com/repos/apache/manifoldcf,manifoldcf,apache/manifoldcf,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_manifoldcf.tar.gz,large,Java,12176335,0,335881,226623,73630,35628,0,1346,0,[],org.apache.axis.components.logger.logfactory;org.apache.manifoldcf.agents.system.logging;org.apache.manifoldcf.authorities.system.logging;org.apache.manifoldcf.core.system.logging;org.apache.manifoldcf.crawler.system.logging;org.apache.manifoldcf.crawler.system.logging.connectors,True,False,True,True,False,False,True,True,"['acl', 'jul', 'log4j', 'slf4j']"
3242732,https://api.github.com/repos/amplab/tachyon,tachyon,amplab/tachyon,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/amplab_tachyon.tar.gz,large,Java,11404176,0,318637,199335,84046,35256,0,1959,0,[],alluxio.util.logging.samplinglogger;io.atomix.copycat.server.storage.log,True,False,False,False,False,False,True,True,"['acl', 'slf4j']"
5636053,https://api.github.com/repos/seasarorg/seasar2,seasar2,seasarorg/seasar2,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/seasarorg_seasar2.tar.gz,large,Java,10719664,0,329249,158340,134133,36776,0,2611,0,[],org.seasar.extension.jdbc.sqllogger;org.seasar.framework.log.logger,True,False,False,False,False,False,False,True,['acl']
20014106,https://api.github.com/repos/jpcsp/jpcsp,jpcsp,jpcsp/jpcsp,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jpcsp_jpcsp.tar.gz,large,Java,15358412,0,433588,325225,47370,60993,0,1447,0,[],jpcsp.debugger.filelogger.fileloggerframe;jpcsp.debugger.steplogger;jpcsp.hle.hlelogging;jpcsp.hle.modules.threadmanforuser.log;jpcsp.log.loggingoutputstream;jpcsp.log.logwindow,False,False,True,True,False,False,False,True,"['jul', 'log4j']"
